filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
1440x2560v_2540_750x1347.1440x2560v_2540_750x1347.jpg,80118,{},2,0,"{""name"":""rect"",""x"":109,""y"":128,""width"":272,""height"":165}","{""bear"":""bear""}"
1440x2560v_2540_750x1347.1440x2560v_2540_750x1347.jpg,80118,{},2,1,"{""name"":""rect"",""x"":334,""y"":178,""width"":208,""height"":136}","{""bear"":""bear""}"
1440x2560v_2560_748x1164.1440x2560v_2560_748x1164.jpg,87893,{},2,0,"{""name"":""rect"",""x"":70,""y"":297,""width"":283,""height"":171}","{""bear"":""bear""}"
1440x2560v_2560_748x1164.1440x2560v_2560_748x1164.jpg,87893,{},2,1,"{""name"":""rect"",""x"":310,""y"":350,""width"":179,""height"":135}","{""bear"":""bear""}"
1440x2560v_2580_834x1046.1440x2560v_2580_834x1046.jpg,84007,{},2,0,"{""name"":""rect"",""x"":0,""y"":410,""width"":246,""height"":166}","{""bear"":""bear""}"
1440x2560v_2580_834x1046.1440x2560v_2580_834x1046.jpg,84007,{},2,1,"{""name"":""rect"",""x"":220,""y"":462,""width"":151,""height"":137}","{""bear"":""bear""}"
1440x2560v_2600_605x1105.1440x2560v_2600_605x1105.jpg,88085,{},2,0,"{""name"":""rect"",""x"":168,""y"":353,""width"":274,""height"":171}","{""bear"":""bear""}"
1440x2560v_2600_605x1105.1440x2560v_2600_605x1105.jpg,88085,{},2,1,"{""name"":""rect"",""x"":405,""y"":404,""width"":145,""height"":136}","{""bear"":""bear""}"
1440x2560v_2620_648x1325.1440x2560v_2620_648x1325.jpg,109015,{},2,0,"{""name"":""rect"",""x"":134,""y"":133,""width"":282,""height"":181}","{""bear"":""bear""}"
1440x2560v_2620_648x1325.1440x2560v_2620_648x1325.jpg,109015,{},2,1,"{""name"":""rect"",""x"":372,""y"":169,""width"":140,""height"":165}","{""bear"":""bear""}"
1440x2560v_2640_667x1438.1440x2560v_2640_667x1438.jpg,111303,{},2,0,"{""name"":""rect"",""x"":126,""y"":21,""width"":272,""height"":183}","{""bear"":""bear""}"
1440x2560v_2640_667x1438.1440x2560v_2640_667x1438.jpg,111303,{},2,1,"{""name"":""rect"",""x"":353,""y"":80,""width"":143,""height"":147}","{""bear"":""bear""}"
1440x2560v_2660_497x1067.1440x2560v_2660_497x1067.jpg,84445,{},2,0,"{""name"":""rect"",""x"":300,""y"":389,""width"":260,""height"":191}","{""bear"":""bear""}"
1440x2560v_2660_497x1067.1440x2560v_2660_497x1067.jpg,84445,{},2,1,"{""name"":""rect"",""x"":517,""y"":438,""width"":123,""height"":147}","{""bear"":""bear""}"
1440x2560v_2660_567x1328.1440x2560v_2660_567x1328.jpg,108492,{},2,0,"{""name"":""rect"",""x"":232,""y"":124,""width"":260,""height"":193}","{""bear"":""bear""}"
1440x2560v_2660_567x1328.1440x2560v_2660_567x1328.jpg,108492,{},2,1,"{""name"":""rect"",""x"":449,""y"":177,""width"":146,""height"":157}","{""bear"":""bear""}"
1440x2560v_2660_767x1083.1440x2560v_2660_767x1083.jpg,84168,{},2,0,"{""name"":""rect"",""x"":33,""y"":371,""width"":260,""height"":191}","{""bear"":""bear""}"
1440x2560v_2660_767x1083.1440x2560v_2660_767x1083.jpg,84168,{},2,1,"{""name"":""rect"",""x"":248,""y"":420,""width"":150,""height"":160}","{""bear"":""bear""}"
1440x2560v_2680_702x1444.1440x2560v_2680_702x1444.jpg,109984,{},2,0,"{""name"":""rect"",""x"":113,""y"":30,""width"":260,""height"":185}","{""bear"":""bear""}"
1440x2560v_2680_702x1444.1440x2560v_2680_702x1444.jpg,109984,{},2,1,"{""name"":""rect"",""x"":335,""y"":74,""width"":146,""height"":159}","{""bear"":""bear""}"
1440x2560v_2680_863x1382.1440x2560v_2680_863x1382.jpg,110732,{},2,0,"{""name"":""rect"",""x"":1,""y"":93,""width"":210,""height"":183}","{""bear"":""bear""}"
1440x2560v_2680_863x1382.1440x2560v_2680_863x1382.jpg,110732,{},2,1,"{""name"":""rect"",""x"":165,""y"":129,""width"":157,""height"":163}","{""bear"":""bear""}"
1440x2560v_2700_605x1164.1440x2560v_2700_605x1164.jpg,86473,{},2,0,"{""name"":""rect"",""x"":262,""y"":324,""width"":249,""height"":185}","{""bear"":""bear""}"
1440x2560v_2700_605x1164.1440x2560v_2700_605x1164.jpg,86473,{},2,1,"{""name"":""rect"",""x"":466,""y"":361,""width"":170,""height"":169}","{""bear"":""bear""}"
1440x2560v_2720_812x1355.1440x2560v_2720_812x1355.jpg,111968,{},2,0,"{""name"":""rect"",""x"":149,""y"":111,""width"":228,""height"":203}","{""bear"":""bear""}"
1440x2560v_2720_812x1355.1440x2560v_2720_812x1355.jpg,111968,{},2,1,"{""name"":""rect"",""x"":327,""y"":97,""width"":146,""height"":235}","{""bear"":""bear""}"
1440x2560v_2740_672x1387.1440x2560v_2740_672x1387.jpg,109974,{},2,0,"{""name"":""rect"",""x"":324,""y"":121,""width"":181,""height"":160}","{""bear"":""bear""}"
1440x2560v_2740_672x1387.1440x2560v_2740_672x1387.jpg,109974,{},2,1,"{""name"":""rect"",""x"":479,""y"":120,""width"":155,""height"":179}","{""bear"":""bear""}"
1440x2560v_2760_869x1158.1440x2560v_2760_869x1158.jpg,88885,{},2,0,"{""name"":""rect"",""x"":24,""y"":275,""width"":178,""height"":219}","{""bear"":""bear""}"
1440x2560v_2760_869x1158.1440x2560v_2760_869x1158.jpg,88885,{},2,1,"{""name"":""rect"",""x"":184,""y"":345,""width"":257,""height"":174}","{""bear"":""bear""}"
1440x2560v_2780_699x1226.1440x2560v_2780_699x1226.jpg,91059,{},2,0,"{""name"":""rect"",""x"":187,""y"":286,""width"":187,""height"":159}","{""bear"":""bear""}"
1440x2560v_2780_699x1226.1440x2560v_2780_699x1226.jpg,91059,{},2,1,"{""name"":""rect"",""x"":399,""y"":279,""width"":226,""height"":189}","{""bear"":""bear""}"
1440x2560v_2800_610x1142.1440x2560v_2800_610x1142.jpg,66143,{},2,0,"{""name"":""rect"",""x"":246,""y"":381,""width"":175,""height"":164}","{""bear"":""bear""}"
1440x2560v_2800_610x1142.1440x2560v_2800_610x1142.jpg,66143,{},2,1,"{""name"":""rect"",""x"":393,""y"":400,""width"":203,""height"":162}","{""bear"":""bear""}"
1440x2560v_2820_818x1145.1440x2560v_2820_818x1145.jpg,89115,{},2,0,"{""name"":""rect"",""x"":66,""y"":401,""width"":215,""height"":141}","{""bear"":""bear""}"
1440x2560v_2820_818x1145.1440x2560v_2820_818x1145.jpg,89115,{},2,1,"{""name"":""rect"",""x"":289,""y"":441,""width"":219,""height"":125}","{""bear"":""bear""}"
1440x2560v_2840_705x1409.1440x2560v_2840_705x1409.jpg,112251,{},1,0,"{""name"":""rect"",""x"":238,""y"":125,""width"":289,""height"":141}","{""bear"":""bear""}"
1440x2560v_2840_850x1417.1440x2560v_2840_850x1417.jpg,114876,{},2,0,"{""name"":""rect"",""x"":92,""y"":118,""width"":291,""height"":138}","{""bear"":""bear""}"
1440x2560v_2840_850x1417.1440x2560v_2840_850x1417.jpg,114876,{},2,1,"{""name"":""rect"",""x"":487,""y"":180,""width"":104,""height"":102}","{""bear"":""bear""}"
1440x2560v_2860_885x1468.1440x2560v_2860_885x1468.jpg,83956,{},2,0,"{""name"":""rect"",""x"":79,""y"":70,""width"":215,""height"":135}","{""bear"":""bear""}"
1440x2560v_2860_885x1468.1440x2560v_2860_885x1468.jpg,83956,{},2,1,"{""name"":""rect"",""x"":428,""y"":165,""width"":119,""height"":81}","{""bear"":""bear""}"
1440x2560v_2880_863x1231.1440x2560v_2880_863x1231.jpg,93207,{},2,0,"{""name"":""rect"",""x"":301,""y"":429,""width"":117,""height"":86}","{""bear"":""bear""}"
1440x2560v_2880_863x1231.1440x2560v_2880_863x1231.jpg,93207,{},2,1,"{""name"":""rect"",""x"":0,""y"":355,""width"":166,""height"":117}","{""bear"":""bear""}"
1440x2560v_2900_707x1204.1440x2560v_2900_707x1204.jpg,81121,{},2,0,"{""name"":""rect"",""x"":167,""y"":401,""width"":163,""height"":100}","{""bear"":""bear""}"
1440x2560v_2900_707x1204.1440x2560v_2900_707x1204.jpg,81121,{},2,1,"{""name"":""rect"",""x"":456,""y"":432,""width"":109,""height"":101}","{""bear"":""bear""}"
1440x2560v_2920_506x1468.1440x2560v_2920_506x1468.jpg,79155,{},1,0,"{""name"":""rect"",""x"":219,""y"":134,""width"":132,""height"":115}","{""bear"":""bear""}"
1440x2560v_2920_578x1435.1440x2560v_2920_578x1435.jpg,80239,{},2,0,"{""name"":""rect"",""x"":146,""y"":165,""width"":135,""height"":116}","{""bear"":""bear""}"
1440x2560v_2920_578x1435.1440x2560v_2920_578x1435.jpg,80239,{},2,1,"{""name"":""rect"",""x"":512,""y"":199,""width"":93,""height"":102}","{""bear"":""bear""}"
1440x2560v_2920_750x1489.1440x2560v_2920_750x1489.jpg,76825,{},2,0,"{""name"":""rect"",""x"":341,""y"":143,""width"":93,""height"":106}","{""bear"":""bear""}"
1440x2560v_2920_750x1489.1440x2560v_2920_750x1489.jpg,76825,{},2,1,"{""name"":""rect"",""x"":1,""y"":113,""width"":107,""height"":109}","{""bear"":""bear""}"
1440x2560v_2920_993x1427.1440x2560v_2920_993x1427.jpg,81246,{},3,0,"{""name"":""rect"",""x"":96,""y"":206,""width"":95,""height"":102}","{""bear"":""bear""}"
1440x2560v_2920_993x1427.1440x2560v_2920_993x1427.jpg,81246,{},3,1,"{""name"":""rect"",""x"":373,""y"":225,""width"":77,""height"":49}","{""bear"":""bear""}"
1440x2560v_2920_993x1427.1440x2560v_2920_993x1427.jpg,81246,{},3,2,"{""name"":""rect"",""x"":434,""y"":227,""width"":59,""height"":66}","{""bear"":""bear""}"
1440x2560v_2940_476x1460.1440x2560v_2940_476x1460.jpg,100298,{},1,0,"{""name"":""rect"",""x"":248,""y"":167,""width"":159,""height"":112}","{""bear"":""bear""}"
1440x2560v_2940_815x1462.1440x2560v_2940_815x1462.jpg,102496,{},3,0,"{""name"":""rect"",""x"":284,""y"":193,""width"":77,""height"":99}","{""bear"":""bear""}"
1440x2560v_2940_815x1462.1440x2560v_2940_815x1462.jpg,102496,{},3,1,"{""name"":""rect"",""x"":469,""y"":208,""width"":82,""height"":52}","{""bear"":""bear""}"
1440x2560v_2940_815x1462.1440x2560v_2940_815x1462.jpg,102496,{},3,2,"{""name"":""rect"",""x"":535,""y"":207,""width"":69,""height"":56}","{""bear"":""bear""}"
1440x2560v_2940_1030x1452.1440x2560v_2940_1030x1452.jpg,105830,{},3,0,"{""name"":""rect"",""x"":72,""y"":204,""width"":77,""height"":98}","{""bear"":""bear""}"
1440x2560v_2940_1030x1452.1440x2560v_2940_1030x1452.jpg,105830,{},3,1,"{""name"":""rect"",""x"":254,""y"":220,""width"":80,""height"":49}","{""bear"":""bear""}"
1440x2560v_2940_1030x1452.1440x2560v_2940_1030x1452.jpg,105830,{},3,2,"{""name"":""rect"",""x"":320,""y"":213,""width"":65,""height"":62}","{""bear"":""bear""}"
1440x2560v_2960_629x1449.1440x2560v_2960_629x1449.jpg,96245,{},2,0,"{""name"":""rect"",""x"":251,""y"":177,""width"":117,""height"":109}","{""bear"":""bear""}"
1440x2560v_2960_629x1449.1440x2560v_2960_629x1449.jpg,96245,{},2,1,"{""name"":""rect"",""x"":518,""y"":202,""width"":99,""height"":96}","{""bear"":""bear""}"
1440x2560v_2960_863x1366.1440x2560v_2960_863x1366.jpg,100067,{},4,0,"{""name"":""rect"",""x"":20,""y"":262,""width"":117,""height"":105}","{""bear"":""bear""}"
1440x2560v_2960_863x1366.1440x2560v_2960_863x1366.jpg,100067,{},4,1,"{""name"":""rect"",""x"":281,""y"":282,""width"":101,""height"":100}","{""bear"":""bear""}"
1440x2560v_2960_863x1366.1440x2560v_2960_863x1366.jpg,100067,{},4,2,"{""name"":""rect"",""x"":455,""y"":296,""width"":72,""height"":53}","{""bear"":""bear""}"
1440x2560v_2960_863x1366.1440x2560v_2960_863x1366.jpg,100067,{},4,3,"{""name"":""rect"",""x"":539,""y"":285,""width"":67,""height"":65}","{""bear"":""bear""}"
1440x2560v_2960_917x1444.1440x2560v_2960_917x1444.jpg,99065,{},4,0,"{""name"":""rect"",""x"":3,""y"":182,""width"":81,""height"":109}","{""bear"":""bear""}"
1440x2560v_2960_917x1444.1440x2560v_2960_917x1444.jpg,99065,{},4,1,"{""name"":""rect"",""x"":230,""y"":205,""width"":98,""height"":101}","{""bear"":""bear""}"
1440x2560v_2960_917x1444.1440x2560v_2960_917x1444.jpg,99065,{},4,2,"{""name"":""rect"",""x"":401,""y"":211,""width"":71,""height"":59}","{""bear"":""bear""}"
1440x2560v_2960_917x1444.1440x2560v_2960_917x1444.jpg,99065,{},4,3,"{""name"":""rect"",""x"":489,""y"":213,""width"":62,""height"":57}","{""bear"":""bear""}"
1440x2560v_2980_818x1239.1440x2560v_2980_818x1239.jpg,82698,{},4,0,"{""name"":""rect"",""x"":197,""y"":391,""width"":172,""height"":98}","{""bear"":""bear""}"
1440x2560v_2980_818x1239.1440x2560v_2980_818x1239.jpg,82698,{},4,1,"{""name"":""rect"",""x"":86,""y"":384,""width"":122,""height"":99}","{""bear"":""bear""}"
1440x2560v_2980_818x1239.1440x2560v_2980_818x1239.jpg,82698,{},4,2,"{""name"":""rect"",""x"":506,""y"":399,""width"":50,""height"":55}","{""bear"":""bear""}"
1440x2560v_2980_818x1239.1440x2560v_2980_818x1239.jpg,82698,{},4,3,"{""name"":""rect"",""x"":552,""y"":403,""width"":49,""height"":54}","{""bear"":""bear""}"
1440x2560v_2980_942x1511.1440x2560v_2980_942x1511.jpg,86351,{},4,0,"{""name"":""rect"",""x"":74,""y"":120,""width"":171,""height"":97}","{""bear"":""bear""}"
1440x2560v_2980_942x1511.1440x2560v_2980_942x1511.jpg,86351,{},4,1,"{""name"":""rect"",""x"":381,""y"":130,""width"":50,""height"":51}","{""bear"":""bear""}"
1440x2560v_2980_942x1511.1440x2560v_2980_942x1511.jpg,86351,{},4,2,"{""name"":""rect"",""x"":432,""y"":130,""width"":46,""height"":47}","{""bear"":""bear""}"
1440x2560v_2980_942x1511.1440x2560v_2980_942x1511.jpg,86351,{},4,3,"{""name"":""rect"",""x"":0,""y"":109,""width"":82,""height"":91}","{""bear"":""bear""}"
1440x2560v_2980_971x1314.1440x2560v_2980_971x1314.jpg,91329,{},3,0,"{""name"":""rect"",""x"":351,""y"":328,""width"":51,""height"":50}","{""bear"":""bear""}"
1440x2560v_2980_971x1314.1440x2560v_2980_971x1314.jpg,91329,{},3,1,"{""name"":""rect"",""x"":398,""y"":325,""width"":52,""height"":57}","{""bear"":""bear""}"
1440x2560v_2980_971x1314.1440x2560v_2980_971x1314.jpg,91329,{},3,2,"{""name"":""rect"",""x"":44,""y"":319,""width"":173,""height"":93}","{""bear"":""bear""}"
1440x2560v_3000_715x1419.1440x2560v_3000_715x1419.jpg,86898,{},2,0,"{""name"":""rect"",""x"":151,""y"":194,""width"":165,""height"":107}","{""bear"":""bear""}"
1440x2560v_3000_715x1419.1440x2560v_3000_715x1419.jpg,86898,{},2,1,"{""name"":""rect"",""x"":221,""y"":227,""width"":85,""height"":83}","{""bear"":""bear""}"
1440x2560v_3000_1017x1419.1440x2560v_3000_1017x1419.jpg,92108,{},1,0,"{""name"":""rect"",""x"":391,""y"":260,""width"":58,""height"":54}","{""bear"":""bear""}"
1440x2560v_3020_812x1452.1440x2560v_3020_812x1452.jpg,71056,{},2,0,"{""name"":""rect"",""x"":225,""y"":228,""width"":175,""height"":98}","{""bear"":""bear""}"
1440x2560v_3020_812x1452.1440x2560v_3020_812x1452.jpg,71056,{},2,1,"{""name"":""rect"",""x"":263,""y"":252,""width"":80,""height"":92}","{""bear"":""bear""}"
1440x2560v_3040_557x1465.1440x2560v_3040_557x1465.jpg,65613,{},1,0,"{""name"":""rect"",""x"":141,""y"":174,""width"":197,""height"":93}","{""bear"":""bear""}"
1440x2560v_3040_1038x1473.1440x2560v_3040_1038x1473.jpg,67556,{},2,0,"{""name"":""rect"",""x"":319,""y"":172,""width"":62,""height"":64}","{""bear"":""bear""}"
1440x2560v_3040_1038x1473.1440x2560v_3040_1038x1473.jpg,67556,{},2,1,"{""name"":""rect"",""x"":381,""y"":168,""width"":80,""height"":62}","{""bear"":""bear""}"
1440x2560v_3060_390x1419.1440x2560v_3060_390x1419.jpg,93437,{},2,0,"{""name"":""rect"",""x"":383,""y"":278,""width"":111,""height"":89}","{""bear"":""bear""}"
1440x2560v_3060_390x1419.1440x2560v_3060_390x1419.jpg,93437,{},2,1,"{""name"":""rect"",""x"":371,""y"":249,""width"":194,""height"":102}","{""bear"":""bear""}"
1440x2560v_3060_516x1460.1440x2560v_3060_516x1460.jpg,95683,{},2,0,"{""name"":""rect"",""x"":257,""y"":237,""width"":124,""height"":85}","{""bear"":""bear""}"
1440x2560v_3060_516x1460.1440x2560v_3060_516x1460.jpg,95683,{},2,1,"{""name"":""rect"",""x"":245,""y"":207,""width"":196,""height"":101}","{""bear"":""bear""}"
1440x2560v_3060_538x1532.1440x2560v_3060_538x1532.jpg,94122,{},2,0,"{""name"":""rect"",""x"":231,""y"":165,""width"":120,""height"":87}","{""bear"":""bear""}"
1440x2560v_3060_538x1532.1440x2560v_3060_538x1532.jpg,94122,{},2,1,"{""name"":""rect"",""x"":225,""y"":134,""width"":193,""height"":103}","{""bear"":""bear""}"
1440x2560v_3060_815x1376.1440x2560v_3060_815x1376.jpg,94513,{},3,0,"{""name"":""rect"",""x"":553,""y"":301,""width"":73,""height"":58}","{""bear"":""bear""}"
1440x2560v_3060_815x1376.1440x2560v_3060_815x1376.jpg,94513,{},3,1,"{""name"":""rect"",""x"":1,""y"":292,""width"":139,""height"":104}","{""bear"":""bear""}"
1440x2560v_3060_815x1376.1440x2560v_3060_815x1376.jpg,94513,{},3,2,"{""name"":""rect"",""x"":4,""y"":321,""width"":70,""height"":77}","{""bear"":""bear""}"
1440x2560v_3060_974x1333.1440x2560v_3060_974x1333.jpg,90653,{},2,0,"{""name"":""rect"",""x"":392,""y"":345,""width"":75,""height"":57}","{""bear"":""bear""}"
1440x2560v_3060_974x1333.1440x2560v_3060_974x1333.jpg,90653,{},2,1,"{""name"":""rect"",""x"":506,""y"":331,""width"":50,""height"":61}","{""bear"":""bear""}"
1440x2560v_3060_1079x1285.1440x2560v_3060_1079x1285.jpg,88250,{},2,0,"{""name"":""rect"",""x"":286,""y"":397,""width"":75,""height"":51}","{""bear"":""bear""}"
1440x2560v_3060_1079x1285.1440x2560v_3060_1079x1285.jpg,88250,{},2,1,"{""name"":""rect"",""x"":401,""y"":381,""width"":50,""height"":56}","{""bear"":""bear""}"
1440x2560v_3080_613x1435.1440x2560v_3080_613x1435.jpg,74378,{},2,0,"{""name"":""rect"",""x"":178,""y"":213,""width"":101,""height"":95}","{""bear"":""bear""}"
1440x2560v_3080_613x1435.1440x2560v_3080_613x1435.jpg,74378,{},2,1,"{""name"":""rect"",""x"":165,""y"":204,""width"":181,""height"":99}","{""bear"":""bear""}"
1440x2560v_3080_686x1333.1440x2560v_3080_686x1333.jpg,72857,{},2,0,"{""name"":""rect"",""x"":103,""y"":326,""width"":88,""height"":81}","{""bear"":""bear""}"
1440x2560v_3080_686x1333.1440x2560v_3080_686x1333.jpg,72857,{},2,1,"{""name"":""rect"",""x"":87,""y"":308,""width"":184,""height"":98}","{""bear"":""bear""}"
1440x2560v_3080_974x1395.1440x2560v_3080_974x1395.jpg,71318,{},1,0,"{""name"":""rect"",""x"":349,""y"":271,""width"":125,""height"":56}","{""bear"":""bear""}"
1440x2560v_3080_1041x1161.1440x2560v_3080_1041x1161.jpg,63401,{},1,0,"{""name"":""rect"",""x"":277,""y"":506,""width"":140,""height"":58}","{""bear"":""bear""}"
1440x2560v_3100_366x1215.1440x2560v_3100_366x1215.jpg,79520,{},2,0,"{""name"":""rect"",""x"":257,""y"":405,""width"":81,""height"":111}","{""bear"":""bear""}"
1440x2560v_3100_366x1215.1440x2560v_3100_366x1215.jpg,79520,{},2,1,"{""name"":""rect"",""x"":203,""y"":412,""width"":159,""height"":103}","{""bear"":""bear""}"
1440x2560v_3100_371x1468.1440x2560v_3100_371x1468.jpg,91355,{},2,0,"{""name"":""rect"",""x"":252,""y"":152,""width"":78,""height"":110}","{""bear"":""bear""}"
1440x2560v_3100_371x1468.1440x2560v_3100_371x1468.jpg,91355,{},2,1,"{""name"":""rect"",""x"":201,""y"":159,""width"":155,""height"":101}","{""bear"":""bear""}"
1440x2560v_3100_600x1231.1440x2560v_3100_600x1231.jpg,81941,{},3,0,"{""name"":""rect"",""x"":26,""y"":386,""width"":79,""height"":114}","{""bear"":""bear""}"
1440x2560v_3100_600x1231.1440x2560v_3100_600x1231.jpg,81941,{},3,1,"{""name"":""rect"",""x"":540,""y"":418,""width"":86,""height"":59}","{""bear"":""bear""}"
1440x2560v_3100_600x1231.1440x2560v_3100_600x1231.jpg,81941,{},3,2,"{""name"":""rect"",""x"":0,""y"":397,""width"":126,""height"":95}","{""bear"":""bear""}"
1440x2560v_3100_802x1425.1440x2560v_3100_802x1425.jpg,92224,{},1,0,"{""name"":""rect"",""x"":339,""y"":224,""width"":79,""height"":57}","{""bear"":""bear""}"
1440x2560v_3100_850x1255.1440x2560v_3100_850x1255.jpg,83954,{},1,0,"{""name"":""rect"",""x"":290,""y"":393,""width"":81,""height"":60}","{""bear"":""bear""}"
1440x2560v_3120_479x1304.1440x2560v_3120_479x1304.jpg,76846,{},2,0,"{""name"":""rect"",""x"":198,""y"":332,""width"":183,""height"":97}","{""bear"":""bear""}"
1440x2560v_3120_479x1304.1440x2560v_3120_479x1304.jpg,76846,{},2,1,"{""name"":""rect"",""x"":304,""y"":356,""width"":68,""height"":69}","{""bear"":""bear""}"
1440x2560v_3120_484x1524.1440x2560v_3120_484x1524.jpg,77930,{},2,0,"{""name"":""rect"",""x"":301,""y"":133,""width"":66,""height"":81}","{""bear"":""bear""}"
1440x2560v_3120_484x1524.1440x2560v_3120_484x1524.jpg,77930,{},2,1,"{""name"":""rect"",""x"":191,""y"":116,""width"":183,""height"":90}","{""bear"":""bear""}"
1440x2560v_3120_602x1323.1440x2560v_3120_602x1323.jpg,79590,{},2,0,"{""name"":""rect"",""x"":181,""y"":335,""width"":67,""height"":82}","{""bear"":""bear""}"
1440x2560v_3120_602x1323.1440x2560v_3120_602x1323.jpg,79590,{},2,1,"{""name"":""rect"",""x"":76,""y"":313,""width"":181,""height"":94}","{""bear"":""bear""}"
1440x2560v_3120_923x1417.1440x2560v_3120_923x1417.jpg,84260,{},2,0,"{""name"":""rect"",""x"":350,""y"":244,""width"":75,""height"":46}","{""bear"":""bear""}"
1440x2560v_3120_923x1417.1440x2560v_3120_923x1417.jpg,84260,{},2,1,"{""name"":""rect"",""x"":421,""y"":255,""width"":52,""height"":49}","{""bear"":""bear""}"
1440x2560v_3120_1006x1462.1440x2560v_3120_1006x1462.jpg,82839,{},2,0,"{""name"":""rect"",""x"":266,""y"":197,""width"":75,""height"":45}","{""bear"":""bear""}"
1440x2560v_3120_1006x1462.1440x2560v_3120_1006x1462.jpg,82839,{},2,1,"{""name"":""rect"",""x"":336,""y"":211,""width"":54,""height"":48}","{""bear"":""bear""}"
1440x2560v_3140_374x1368.1440x2560v_3140_374x1368.jpg,61525,{},2,0,"{""name"":""rect"",""x"":373,""y"":246,""width"":83,""height"":110}","{""bear"":""bear""}"
1440x2560v_3140_374x1368.1440x2560v_3140_374x1368.jpg,61525,{},2,1,"{""name"":""rect"",""x"":320,""y"":262,""width"":107,""height"":90}","{""bear"":""bear""}"
